Sentiment,Text
1,"@AmberCadabra I make a really tasty fruit smoothie, crepes, and banana fosters french toast. Can I be included #brunchrules "
1,@AmberCadabra I see your smiley self
1,@AmberCadabra one by one. step by step. That's how tasks can be successfully accomplished Good luck
1,@AmberCadabra Quit saying that
1,@AmberCadabra Toasted in a good way? I can smell the toastiness from here. Make sure to have a glass o' wine as reward!
1,"@Ambercat1 I'm taking a zumba class next week. On a Saturay, just in case I can't move the next day I can sleep in "
0,"@AmberCharlotte omg, hate revision, really gettin me down atm "
1,"@amberchia : is a reali nice goin event for ppl to do donation i do my part...n happy 2c You,see u soon Dear Amber~"
0,"@ambercrazyass I hate being home alone! and I'm stuck in traffic at 9:52 at night, fml"
0,@ambercrazyass sorry we couldn't make it last night
0,@Ashalee22 nothing cures mine. i've tried everything. i just have to let them happen.
0,@Ashalee22 Why did no one tell me there was going to be a sequel? I wouldn't have wasted my time reading a het BB
0,@ashalinggg what day's the 23rd? just 'cause I can't go if it's the weekend with work oooh! I can drive some people if needs be. me+ ...
0,"@ashalynd for instance i read your timeline then flick to another @ who answers you then back again, VERY convaluted and yes API time-out "
1,"@ashalynd hah!! i thought of you last night, there was a *huge* contingent of russian babes on our dc-&gt;sfo flight. "
0,"@ashalynd like matruska?or does it mean something else?love russian, learnt some bits when i was a child but forgot&amp;didn't take it back "
0,@AshamantheCat poor asha. Please don't give him away because he is shedding and picking on ur dog. I'm sorry he's causing trouble
0,@AshaMinaj Actually I'm stuck till 11:30 cuz I owe somebody a few hours from when they covered for me
1,"@AshaMinaj lmao, I had to take care of a lil something *clears throat* lol. U miss me? "
1,"@ashanay and yes, i will fxxx off "
1,@AshantiGirl HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
1,@ashantiomkar Hi akka .. I hope everything is fine with you. Take care. I pray for you
0,@asharachal booooo! That blows to hear
0,@AshaRanchhod
0,@Asharwood I had a similar morning. somehow they day worked out tho! Hope urs did too!!!
0,@ashashake Me too.
1,@AshAshBoBash i cant wait either..that means ill be in vegas..
0,@ASHATL u don't even know. the nearest Target/Starbucks from our new home is 40 minutes away
1,@ashattack2 http://twitpic.com/6e5q5 - hahaha MACCAS
0,"@Ashavan Watch the videos of today, don't forget us. http://bit.ly/WHKDO #IranElection"
0,@ashbee0_o oh ok idk how to do that direct thing either. I thought u were ignorin me
0,@ashbeehottie fam party and bowlin and possibly a bar. I work at 9am tomorrow
0,@AshBell22 more is alot more than twice
1,"@ashblaize will do, thanks! "
1,@ashbo I hope you have an awesome time @ypulse! Wish I was going again.
1,@AshBo that's awesome.i've been excited since the first day you announced you're going to do updates i LOVE whateverlife.
0,@AshbooNV that's why eventually u will go down there and showem what it made of!!! And show em how it's really done!!
0,@ashbymh I must let you know. I JUST watched the Grey's finale. And I totally just bawled my eyes out.
1,@AshCarmichael you found me on twitter
0,"@ashcashrain hey ashley, guess i didn't tell you yet but my padres r moving to st louis cuz my dad is starting a new job there, so i gtg2 "
0,@ashchili I WAN MCDONALDS
0,@Ashcoates my tickets av been disptched on 29th.. but not arrived at work.. it wasnt a good idea 2get them sent ot work was it? OH NO!!!
1,@Ashcoates @addersop thanks guys.
0,"@Ashcoates Get money on the 26th, but can only use lloyds so got to it transfered into mates account "
0,@AshDaPrincess chill its da rihanna bob. If it was 16 in I'd have no problem!!! Lol. R u at school all summer
1,@AskAroundOttawa @Crozon The Glen Scottish Restaurant. top of the list for my family. see here too: http://is.gd/12Wfz
0,"@AskAroundOttawa it's annoying bc my hair products don't have perfume, but smell like the ingredients in them "
1,"@AskAroundOttawa Oh, I love Wade Hemsworth! And I've long had a soft spot for his Black Fly. "
1,"@AskBuxley would, &quot;spumoni!&quot; suffice? s'why i got my flexweaves since then."
0,@AskCarrieLee
0,@AskCarrieLee I hope this is just a minor bump on the road Carrie-Lee!
1,"@AskCarrieLee congratulations, Carrie-Lee! when you get bored of them, send them my way! ahah! "
1,@AskCarrieLee G'morning! How's everything!
1,@AskCarrieLee watched the vid.Those guys play well.
1,@AskDayton hey thx 4 following me
0,@AskDayton why arent you responding to my questions
1,@AskDrDing Comfort Retriever is a great name for that cross.
1,@AskDrKassam My pleasure
1,@askelf but u look so nice after i love how the chemicals tingle on my head. haha
1,@askelf how exciting.. I say bravo and congrats
0,@askeydesign poor you
0,@askheidi so sorry to hear that Heidi. I'll keep you and your family in my thoughts and prayers
0,@askheyshiv eggs suck mate
0,@askij Do you Really Have a Apple Tattoo? I thought you were Innocent
1,@AskJamesHolmes good tunes sir! Thank-you for picken up my Sunday afternoon. Was abit tired chippen wood earlier. Im charged now! lol
1,@AskJan yes please
1,"@asksarita Hi, Sarita. Hope to see you soon, too. Have a wonderful Sunday."
0,@askseesmic correction: just getting the seesmic feed. Mine is still not working.
0,"@askseesmic How do you remove a user from a UserList? Tried &quot;unsubscribe from user&quot; nothing appeared to happen, but it unfollowed! "
1,@AskTheSpeakEasy I am way over 21. Add +10 to that Where is Adams Morgan? Is it by Dupont Circle or Georgetown?
0,@asktonyc I had a nightmare! That's what I get falling asleep with the tv on the chiller channel.
1,@AskWifey Good Morning as well
0,@AskWifey how was my favorite wifey and gno. I had to hop off and get back to work. I don't like missing gno
1,@ASkylitDrive Adelphia Out June 9th
1,@asl0versgo there are just some days I feel like hopping on a plane.. Aaahh haha!
1,@asl2spanishterp lo dudo... Jaja Jess esa eres tu? Jum! We need more proof.
0,@aslan_chan Arse. That sucks.
0,@ASLANmedia that's what i asked myself the whole day what do you think about the events of this day so far?
1,"@AslanWRP Okay, sarcastic. Was sardonic too hard? "
1,"@aslife Word. Word, indeed. "
1,@asliger http://twitpic.com/5owgt - i like it! i want a mark 5d now thats a beast! but im just going to start at the bottom. ahah
1,@aslikeanarnian Hooray? Better busy than bored though
0,@asm614 I can only tell you the same. It was a really emotional goodbye since we're both doubtful Audrey will be here when he gets home
1,@asmaazizanhm congrates on ur anniversary
0,@asmaki i guess i don't always have fun at home
1,@AmberDawnMcCall Excited to hear about the house you may have found!!!
0,@amberdestiny I am lost. Please help me find a good home.
0,@AMBERDOES aww. what's wrong?
0,@AMBERDOES it ran out of space to put your thing int there (thats what she said) I feel sick too.
0,@amberehailey Cool. You guys have fun with that. We have a party at one of the NPs house later today. Hot and muggy here today! Again
0,"@AmberElise04 It's not even dead yet, thats the worst part.. like it'll work for 10 mins.. I gotta red ring it myself. "
0,@AmberEllyse Not a lot to do in Newcastle today... the MAC leopard print is their new Safari look...
1,@AmberEttinger damn that looks really good. I am so jealous of u now! lol
0,"@amberfayeth Awhh, wish i could go go again soon so i can come xD haha ."
1,@amberfuentes we will prob go today
1,@amberglidden oh thanx AH and I am gonna have to get you something while I am there hehe
1,@AmberHughes That's awesome Have a super time!
1,@AmberInsch nah I ain't
0,@amberisrad i just realized i cant come next week cuz i have to go to church the next morning. maybe another time?
1,"@amberjacobs23 GREAT text convo this morning, lol! "
0,@Amberjolie u never hit me up...
0,"@amberjones5 Yum! I came to HEB to find something lobstery, but they have nothing fresh or frozen. I may have to go..."
1,@amberkissesx3 hehe I really try to comment if I watch a video I'm soo nice...lol
1,"@amberkissesx3 nm,just looking for new bg wbu?"
1,@AmberLateshia if you like 2 laugh..have a good time..follow me..its just that simple
1,"@AmberLaur No smokins? Hey, I may be going to NYC in two weeks.. will you maybe be back in Philly around then to train in? "
0,@amberlawbyrd mmmm. im hungry. had avocado eggrolls and enchiladas for lunch. still hungry
1,@amberlee17 no prob u looked nice so i thought i just thank u
1,@Amberleigh_Jack at EMI music with themz marketing/promo peepzzz
1,"@Amberleigh_Jack One of my fave childhood books, along with The Lorax and What Do People Do All Day "
1,@amberlily Hey. Thanks 4 http://www.youtube.com/user/raindancr I was watching my mouth open&amp;thinking &quot;WoW&quot; shes really good.
0,@amberlily You might as well. There'll be plenty of cam/edit time tomorrow! on the other hand am still slammin' red bull. Lotsa work
0,@AmberlinaM I have to what until next week
1,@AmberlinaM when will russell be on it??? do u know???
1,@amberlindholm hope you get to sleep tonight.
1,@AmberLorraine_ haha amberr u neeeed to tell him!!! &lt;3
1,@amberlove8 my pool is opened til 8
1,@amberlrhea Good luck to you too!
1,@amberlylou you go girl. I'm proud of you.
0,@ambermaishment owww meanieee ;)
0,"@ambermanson hahahahaha we will dear, i'm sorry "
1,@ambermatson ah get it now
1,@ambermatson Have a good night. Sleep well - at the 2nd attempt
1,"@ambermatson lol, very good No, actually just realised that whereas I used to think &quot;phwoar&quot; when seeing pretty young girls wearing ..."
0,@AshDHart I try to click on Unblock but get the error /blocks/destroy/41616531 This method requires a POST or DELETE.
0,"@AshDHart Ugh, I know. I'm almost there. Yay for shopping frustration "
0,@ashdiva928 nothin really. feelin kinda sick you babe?
1,@ashdonaldson Regret I was unable to make it... this time
0,"@ashdonaldson wow, serious exodus from London now. Gotta b really lucky to keep ur job there. Dunno if Bris is going 2 be better "
0,"@ashedryden doh, sorry I didn't get your message before I turned phone updates off. I probably would not have had time anyway "
1,@ashedryden with FileSocial you can upload and share up to 50 mb. Give us a try! - http://filesocial.com
0,@asheleybg That's actually not too far from the truth
1,@Ashellris haha I'll swing by there too
1,"@ashemischief Ah ha! You are probably right I am sure that I have. Oh, how I miss your drunken Nola pics. I've always missed it."
0,@ashemischief Doesn't it make for a sad day.
0,"@ashemischief I'm an emotional shopper, too. "
0,@ashemischief The way you feel about Nola is the way I feel about my life/time/experiences in Atlanta. I truly feel you
1,@Ashemo aww thts good did the water bottle work? yh i no im really pleased i got to see my mates as well so wt u bin up2?
1,@Ashemo where are ya? We should roll together!
1,"@ashenflower Well, that depends on what you're looking for You can email me or DM me if you'd like. sales@keepyourbabyclose.com"
0,@ashens Distinct lack of the sad onion
0,"@asher_book a reply from you would mean the world. I've been trying to get a call back from you guys for almost 7 months now, no luck "
1,@asher_book hey asher i loved the love struck video!! it was very very nice!!! good luck with everything! hope to meet you one day luv u!
0,@asher_book shout out please?? I freaking love lovestruck and you!!
0,@asher01 i dont knooo u any ideas??
0,@asheridan eames modular desk for our new &quot;office&quot;! 6 weeks till we get it though
1,@Asherosu lol! no... But it was a weird night
0,"@Asherrobinson Yay! Also, im still scared from that movie. Ahh!"
1,@asherroth been listening to your CD a lot while chilling i enjoy your &quot;subliminal&quot; messages keep em coming
1,@asherroth CONGRATS ON THE ALBUM!!! GOOD LUCK
0,@asherroth im not there
1,@asherroth me too there's definitely something else out there... &quot;weird scifi music in the background&quot;
1,@asherroth same her lol
0,@asherroth you are beautiful- come visit bell's mansion
0,@ashers11 Whyy?
0,@ashers1513 you guys would go to pf changs again...without me
1,@ashertan HAHAHHA!!! Her cam was lost and now is found~
1,"@Ashes05 im going to chicago vip then, rockford normal and milwaukee normal "
0,@ashes2ashes_uk haha I don't want to know!!! I didn't look. It was bad enough they kept me awake
0,@AshesAngel1986 Sorry I missed your IM. I am doing excellent. How are you doing my dear? I miss you terribly.
0,@AshesBorn Just looked it up... sounds awful Hope you'll be feeling better soon.
0,@Asmekla Feeling your pain baby - mine won't let me either We should get together and play shop ;) x
